10,6,13,11,7,191
16,4,14,8,2,193
22,7,9,8,2,197
1,1,21,5,5,302
17,3,15,0,0,125
10,6,13,11,7,191
18,1,15,9,1,212
19,2,9,8,3,183
11,3,14,19,4,265
6,4,20,20,7,283
16,4,14,8,2,193
7,4,17,11,2,195
14,6,12,9,3,187
10,0,15,16,5,252
22,7,9,8,2,197
16,4,14,8,2,193
14,6,12,9,3,187
6,4,20,20,7,283
12,1,20,16,4,285
3,1,16,10,3,166
22,7,9,8,2,197
5,2,12,12,4,185
10,0,15,16,5,252
2,1,21,9,3,180
7,4,17,11,2,195
