5,2,12,12,4,185
14,2,18,7,1,176
7,4,17,11,2,195
17,3,15,0,0,125
22,7,9,8,2,197
10,0,15,16,5,252
17,3,15,0,0,125
14,6,12,9,3,187
12,1,20,16,4,285
3,1,16,10,3,166
12,1,20,16,4,285
12,1,20,16,4,285
22,7,9,8,2,197
22,7,9,8,2,197
16,4,14,8,2,193
5,2,12,12,4,185
22,7,9,8,2,197
11,3,14,19,4,265
14,6,12,9,3,187
5,2,12,12,4,185
7,4,17,11,2,195
10,0,15,16,5,252
22,7,9,8,2,197
17,3,15,0,0,125
16,4,14,8,2,193
